geography,age,dt,norm_visits
OH,65_plus,13/06/2020,"3,694,892"
PA,65_plus,16/08/2020,"4,201,236"
NY,25_34,24/02/2020,"9,097,448"
IN,35_44,02/02/2020,"2,361,174"
MI,55_64,15/05/2020,"2,792,363"
VA,25_34,08/02/2020,"3,967,443"
OH,45_54,26/02/2020,"4,645,490"
NY,55_64,12/03/2020,"6,833,755"
SC,65_plus,18/02/2020,"1,751,359"
TX,25_34,23/08/2020,"10,957,838"
IN,55_64,14/07/2020,"1,910,543"
ID,65_plus,04/03/2020,"460,136"
OK,55_64,12/02/2020,"1,188,847"
KS,45_54,21/07/2020,"1,052,797"
IL,18_24,28/06/2020,"3,200,717"
MO,45_54,13/06/2020,"2,829,650"
AZ,45_54,14/05/2020,"2,318,330"
AZ,45_54,15/04/2020,"2,116,822"
ID,18_24,17/05/2020,"388,009"
NJ,35_44,28/07/2020,"3,685,087"
MS,35_44,18/03/2020,"1,062,603"
MS,35_44,06/03/2020,"1,307,017"
AR,25_34,04/06/2020,"1,141,614"
LA,35_44,10/09/2020,"1,943,207"
NJ,55_64,25/07/2020,"2,932,581"
MN,45_54,20/02/2020,"2,084,291"
ME,25_34,30/06/2020,"365,825"
SC,45_54,15/02/2020,"2,406,749"
TN,35_44,15/08/2020,"3,035,395"
AZ,65_plus,07/03/2020,"2,925,155"
AZ,65_plus,09/04/2020,"1,876,395"
NY,35_44,21/06/2020,"7,165,482"
NY,45_54,27/02/2020,"8,931,275"
VA,65_plus,04/05/2020,"2,114,766"
OH,35_44,15/09/2020,"4,667,110"
PA,35_44,21/07/2020,"4,390,377"
VA,35_44,25/02/2020,"3,285,601"
OK,25_34,18/09/2020,"1,901,975"
TX,55_64,01/09/2020,"6,985,849"
TX,55_64,23/02/2020,"7,187,504"
NC,25_34,25/04/2020,"3,092,942"
UT,55_64,06/09/2020,"746,743"
NY,55_64,04/05/2020,"4,911,130"
CO,45_54,19/09/2020,"2,599,352"
IA,35_44,22/05/2020,"1,055,368"
CO,55_64,26/02/2020,"1,742,303"
MI,45_54,05/06/2020,"4,007,819"
WA,45_54,11/08/2020,"2,915,261"
WA,35_44,16/03/2020,"2,459,554"
CT,55_64,09/02/2020,"1,159,588"
NY,55_64,30/08/2020,"6,549,938"
GA,45_54,21/07/2020,"3,868,857"
CO,35_44,30/07/2020,"2,273,683"
CO,35_44,27/04/2020,"1,685,393"
IN,25_34,16/04/2020,"1,877,037"
IN,25_34,30/03/2020,"1,724,996"
IN,25_34,24/06/2020,"2,335,290"
IN,25_34,06/06/2020,"2,632,353"
IN,25_34,23/04/2020,"1,754,134"
AR,55_64,20/09/2020,"949,538"
SC,55_64,23/02/2020,"1,686,981"
SC,55_64,12/09/2020,"1,985,186"
MA,25_34,01/04/2020,"1,842,180"
CA,55_64,23/09/2020,"11,224,707"
MN,35_44,08/02/2020,"2,012,230"
NJ,45_54,16/05/2020,"3,511,247"
PA,55_64,19/09/2020,"5,077,789"
MD,55_64,27/04/2020,"1,336,594"
FL,25_34,19/04/2020,"5,033,003"
MI,25_34,23/05/2020,"2,957,855"
VA,18_24,08/02/2020,"2,856,444"
IL,45_54,21/06/2020,"4,206,800"
LA,65_plus,19/07/2020,"1,200,103"
LA,65_plus,27/02/2020,"1,845,043"
NC,65_plus,04/03/2020,"3,314,436"
MO,55_64,12/07/2020,"1,756,771"
MO,25_34,17/03/2020,"2,020,866"
MO,25_34,16/03/2020,"2,050,966"
MO,45_54,21/07/2020,"2,370,550"
OR,55_64,02/09/2020,"1,705,460"
OR,55_64,17/09/2020,"1,507,243"
WI,55_64,22/08/2020,"2,136,304"
WA,55_64,15/06/2020,"1,833,775"
IL,18_24,28/04/2020,"2,629,023"
AL,18_24,30/07/2020,"1,520,258"
PA,25_34,30/04/2020,"3,057,441"
NC,45_54,22/09/2020,"4,309,915"
GA,18_24,28/07/2020,"2,737,000"
GA,18_24,23/07/2020,"2,832,361"
OH,35_44,30/04/2020,"3,572,240"
PA,35_44,27/02/2020,"4,663,210"
SC,35_44,31/03/2020,"1,541,004"
SC,35_44,19/03/2020,"1,826,255"
NJ,25_34,09/04/2020,"2,133,939"
MI,35_44,24/08/2020,"3,987,443"
CA,25_34,08/08/2020,"17,863,138"
VA,35_44,28/04/2020,"2,750,794"
OR,25_34,18/04/2020,"1,255,831"
MA,35_44,31/03/2020,"1,952,790"
CO,35_44,14/05/2020,"1,768,525"
MO,45_54,05/02/2020,"2,249,007"
IL,25_34,24/03/2020,"3,490,059"
CO,45_54,18/06/2020,"1,994,770"
NM,45_54,20/08/2020,"832,873"
TN,55_64,25/02/2020,"2,214,122"
TN,25_34,29/07/2020,"2,513,384"
NJ,65_plus,05/02/2020,"2,888,660"
OR,35_44,19/08/2020,"1,707,972"
KY,65_plus,10/09/2020,"1,613,935"
FL,25_34,05/08/2020,"7,776,028"
CO,45_54,16/02/2020,"2,326,855"
KS,25_34,04/08/2020,"1,238,104"
KS,25_34,17/09/2020,"1,172,179"
UT,35_44,18/05/2020,"875,390"
MN,35_44,01/04/2020,"1,348,366"
CT,55_64,18/06/2020,"1,056,092"
PA,65_plus,10/05/2020,"3,276,768"
TX,45_54,23/04/2020,"8,338,312"
MA,45_54,20/09/2020,"3,026,839"
MA,45_54,02/07/2020,"2,927,226"
IL,55_64,29/07/2020,"3,526,179"
LA,45_54,05/02/2020,"2,011,103"
OK,35_44,30/06/2020,"1,426,726"
OK,35_44,23/06/2020,"1,417,239"
NM,25_34,02/05/2020,"668,714"
AZ,55_64,23/02/2020,"2,358,104"
MN,55_64,10/09/2020,"1,757,013"
CO,45_54,25/03/2020,"1,582,452"
NV,25_34,19/02/2020,"1,765,450"
GA,65_plus,10/03/2020,"3,180,714"
SC,18_24,18/05/2020,"1,256,272"
MS,35_44,05/03/2020,"1,176,535"
WA,55_64,05/02/2020,"2,181,585"
WA,25_34,29/05/2020,"2,499,551"
NC,55_64,17/09/2020,"2,905,729"
ND,45_54,13/02/2020,"272,343"
ID,35_44,31/07/2020,"609,830"
NC,45_54,17/05/2020,"3,148,102"
IN,35_44,09/07/2020,"2,369,311"
MI,35_44,14/06/2020,"3,345,991"
SC,25_34,29/02/2020,"2,419,764"
OR,25_34,29/05/2020,"1,482,474"
VT,55_64,08/08/2020,"300,386"
AL,55_64,30/03/2020,"1,152,459"
KY,25_34,29/03/2020,"1,241,335"
HI,35_44,10/03/2020,"901,691"
MO,35_44,09/04/2020,"1,749,931"
MA,55_64,16/07/2020,"2,139,018"
MA,55_64,07/09/2020,"2,048,453"
KS,55_64,09/05/2020,"810,082"
NH,55_64,26/07/2020,"553,001"
OH,65_plus,13/02/2020,"3,518,817"
MN,45_54,03/05/2020,"1,602,146"
ME,35_44,18/07/2020,"570,586"
CA,65_plus,21/04/2020,"8,690,695"
SC,45_54,29/06/2020,"2,002,941"
AK,45_54,06/05/2020,"284,612"
MI,18_24,13/05/2020,"2,110,615"
MA,35_44,18/08/2020,"2,935,489"
MI,55_64,10/04/2020,"2,197,289"
CA,65_plus,11/04/2020,"8,046,420"
CA,65_plus,27/06/2020,"10,557,853"
WI,18_24,22/03/2020,"935,664"
CT,45_54,21/02/2020,"1,753,643"
VA,65_plus,15/02/2020,"2,879,996"
WA,18_24,18/08/2020,"1,963,878"
WA,18_24,03/03/2020,"1,924,484"
WA,18_24,28/02/2020,"2,157,143"
WA,25_34,27/05/2020,"2,421,771"
MT,55_64,12/06/2020,"442,838"
MO,45_54,14/08/2020,"3,031,201"
SC,45_54,09/04/2020,"1,677,635"
IN,65_plus,24/08/2020,"2,098,225"
NE,45_54,25/06/2020,"690,834"
IN,65_plus,04/04/2020,"1,508,988"
OK,45_54,16/02/2020,"1,504,514"
DC,65_plus,29/07/2020,"127,198"
IL,25_34,27/07/2020,"4,745,731"
MN,25_34,10/06/2020,"1,765,963"
OK,65_plus,09/04/2020,"1,058,827"
DC,35_44,10/04/2020,"234,409"
CT,55_64,18/08/2020,"1,164,216"
AZ,55_64,28/05/2020,"1,848,188"
TN,18_24,26/08/2020,"1,925,406"
MI,65_plus,22/07/2020,"3,172,748"
SD,55_64,22/02/2020,"306,788"
GA,65_plus,29/04/2020,"2,229,220"
NH,45_54,25/08/2020,"703,211"
VA,55_64,22/04/2020,"2,084,814"
FL,18_24,11/06/2020,"4,790,895"
MS,65_plus,16/05/2020,"945,513"
KY,45_54,01/04/2020,"1,475,283"
SC,45_54,28/04/2020,"1,721,952"
NM,35_44,26/06/2020,"677,509"
MN,18_24,02/05/2020,"1,209,148"
VT,65_plus,05/08/2020,"277,396"
AR,25_34,07/08/2020,"1,354,280"
NH,18_24,27/02/2020,"320,550"
NV,45_54,22/07/2020,"1,315,903"
OR,18_24,11/06/2020,"926,904"
CT,55_64,10/07/2020,"1,008,327"
NM,55_64,09/03/2020,"720,586"
UT,65_plus,18/03/2020,"588,500"
ME,55_64,12/06/2020,"500,047"
ME,55_64,19/09/2020,"702,639"
NC,55_64,04/04/2020,"2,396,911"
NV,25_34,31/08/2020,"1,442,957"
RI,55_64,14/05/2020,"306,081"
RI,55_64,30/06/2020,"343,686"
NH,25_34,14/09/2020,"473,961"
VT,45_54,18/07/2020,"308,766"
AL,18_24,19/06/2020,"1,658,821"
NH,65_plus,28/07/2020,"540,871"
NE,55_64,30/06/2020,"549,422"
MS,55_64,16/02/2020,"896,723"
NM,25_34,05/07/2020,"656,249"
SD,35_44,12/09/2020,"363,398"
NE,55_64,22/09/2020,"620,300"
SD,55_64,19/04/2020,"186,899"
OH,65_plus,03/04/2020,"3,103,808"
SC,25_34,30/04/2020,"1,621,355"
ND,55_64,10/02/2020,"197,046"
VT,55_64,14/08/2020,"335,957"
AK,35_44,22/07/2020,"302,840"
ND,18_24,09/06/2020,"214,073"
DE,25_34,04/07/2020,"429,005"
HI,25_34,26/02/2020,"1,029,986"
OK,65_plus,27/04/2020,"1,046,501"
DC,25_34,19/09/2020,"525,214"
SD,45_54,01/02/2020,"268,479"
MA,25_34,18/07/2020,"2,594,817"
LA,18_24,22/03/2020,"1,052,236"
DC,65_plus,21/08/2020,"115,418"
VA,65_plus,10/03/2020,"2,577,274"
AK,18_24,11/08/2020,"309,355"
SD,45_54,14/04/2020,"248,770"
MN,55_64,12/04/2020,"574,803"
WY,45_54,25/08/2020,"361,201"
MI,18_24,29/04/2020,"1,717,456"
CT,25_34,06/07/2020,"1,179,453"
DC,25_34,10/02/2020,"552,166"
VT,55_64,06/05/2020,"175,673"
DE,18_24,30/07/2020,"297,705"
ME,25_34,14/07/2020,"404,172"
MT,45_54,14/07/2020,"484,875"
LA,18_24,05/07/2020,"1,063,543"
NY,18_24,24/04/2020,"4,050,229"
AR,55_64,08/06/2020,"850,671"
RI,55_64,22/06/2020,"341,892"
RI,45_54,12/05/2020,"396,615"
ND,55_64,27/07/2020,"201,656"
HI,25_34,29/04/2020,"665,798"
VT,45_54,03/03/2020,"293,346"
UT,18_24,08/05/2020,"912,260"
DC,18_24,10/06/2020,"208,753"
HI,35_44,30/07/2020,"626,120"
MS,55_64,13/05/2020,"899,032"
AK,35_44,19/05/2020,"268,385"
VT,55_64,17/07/2020,"240,670"
OK,65_plus,11/02/2020,"1,387,019"
RI,65_plus,10/02/2020,"364,348"
WY,18_24,09/03/2020,"159,507"
AR,65_plus,19/03/2020,"932,903"
SC,65_plus,10/08/2020,"1,809,453"
NY,45_54,14/03/2020,"9,278,557"
WI,25_34,29/02/2020,"2,235,035"
AZ,25_34,10/03/2020,"3,038,448"
MO,35_44,05/04/2020,"1,414,872"
OH,55_64,27/07/2020,"3,288,394"
TN,45_54,25/03/2020,"2,170,498"
AL,55_64,24/04/2020,"1,366,649"
MO,55_64,01/08/2020,"2,041,740"
KY,35_44,11/03/2020,"1,747,165"
OK,35_44,19/03/2020,"1,179,602"
AR,18_24,06/04/2020,"642,868"
WI,55_64,17/02/2020,"1,460,843"
TX,35_44,08/07/2020,"9,653,337"
TX,35_44,20/08/2020,"10,826,032"
NC,55_64,26/03/2020,"2,474,567"
UT,45_54,07/04/2020,"742,149"
CO,65_plus,17/02/2020,"1,575,802"
VA,25_34,07/07/2020,"3,093,899"
AL,65_plus,21/02/2020,"1,894,784"
MN,55_64,20/08/2020,"1,729,492"
ID,45_54,26/07/2020,"585,171"
IN,35_44,05/09/2020,"2,996,940"
NM,65_plus,04/02/2020,"690,071"
FL,55_64,10/06/2020,"6,229,601"
SC,25_34,22/02/2020,"2,268,507"
AL,25_34,11/03/2020,"1,983,483"
MO,45_54,23/07/2020,"2,526,267"
WI,55_64,20/04/2020,"1,221,136"
NV,25_34,09/06/2020,"1,184,903"
MA,18_24,25/08/2020,"1,987,431"
MA,35_44,19/09/2020,"3,184,680"
MA,65_plus,04/09/2020,"2,612,553"
NM,45_54,03/03/2020,"814,589"
DE,25_34,13/09/2020,"446,008"
AL,65_plus,09/09/2020,"1,765,377"
NE,45_54,24/02/2020,"679,105"
NY,18_24,28/07/2020,"5,772,298"
NY,18_24,16/05/2020,"5,014,053"
NV,25_34,11/08/2020,"1,396,653"
AZ,65_plus,19/05/2020,"1,930,427"
MT,65_plus,19/06/2020,"440,573"
NH,35_44,21/03/2020,"484,781"
RI,35_44,03/05/2020,"329,683"
WY,45_54,02/06/2020,"250,418"
WY,45_54,27/04/2020,"212,310"
MA,18_24,18/08/2020,"1,970,469"
IA,45_54,13/09/2020,"1,196,971"
MD,45_54,15/08/2020,"2,849,451"
IA,55_64,02/09/2020,"1,066,362"
WY,25_34,30/05/2020,"252,101"
MT,45_54,12/06/2020,"458,569"
UT,65_plus,13/05/2020,"653,188"
IA,18_24,15/03/2020,"805,166"
AR,55_64,21/02/2020,"1,040,691"
CT,65_plus,22/06/2020,"948,568"
IA,45_54,04/06/2020,"1,169,216"
KS,55_64,25/03/2020,"717,827"
ND,45_54,21/02/2020,"297,900"
ND,18_24,28/08/2020,"314,534"
AL,65_plus,14/04/2020,"1,307,719"
WY,55_64,29/07/2020,"308,375"
CT,25_34,03/05/2020,"965,930"
HI,65_plus,16/04/2020,"467,240"
NC,18_24,14/06/2020,"2,499,269"
HI,35_44,02/03/2020,"885,809"
OK,18_24,25/02/2020,"1,227,533"
AL,65_plus,05/05/2020,"1,467,365"
HI,35_44,11/07/2020,"682,966"
MS,18_24,17/09/2020,"956,756"
NM,18_24,11/03/2020,"686,396"
OR,65_plus,26/05/2020,"1,294,135"
RI,35_44,18/05/2020,"339,543"
VA,65_plus,15/06/2020,"2,177,260"
NY,18_24,27/03/2020,"4,196,529"
NE,18_24,21/07/2020,"555,069"
HI,35_44,28/07/2020,"589,212"
NE,65_plus,05/06/2020,"659,878"
OK,65_plus,22/07/2020,"1,202,958"
RI,25_34,13/08/2020,"409,961"
DE,18_24,14/02/2020,"369,558"
DE,18_24,02/02/2020,"242,369"
RI,35_44,23/03/2020,"281,743"
VT,35_44,19/02/2020,"247,485"
WY,65_plus,10/05/2020,"126,398"
AR,65_plus,03/06/2020,"1,015,348"
DC,18_24,06/04/2020,"190,298"
ME,18_24,29/04/2020,"222,026"
MS,18_24,29/04/2020,"786,797"
RI,18_24,02/04/2020,"211,749"
DC,55_64,15/02/2020,"291,595"
AK,25_34,16/08/2020,"371,481"
DC,55_64,19/02/2020,"262,914"
VT,55_64,21/06/2020,"212,619"
DC,55_64,25/02/2020,"306,105"
AK,45_54,06/07/2020,"311,381"
DE,18_24,03/07/2020,"303,359"
AK,25_34,03/07/2020,"439,221"
OR,65_plus,23/03/2020,"1,079,319"
AK,25_34,30/06/2020,"398,271"
MT,18_24,30/04/2020,"227,195"
DC,65_plus,17/07/2020,"131,030"
VT,18_24,12/05/2020,"145,504"
AK,18_24,07/05/2020,"221,703"
DE,18_24,08/04/2020,"147,719"
ND,35_44,01/08/2020,"233,596"
CA,25_34,05/02/2020,"18,999,562"
AR,45_54,09/03/2020,"1,153,351"
AR,45_54,16/02/2020,"1,090,023"
AR,45_54,04/08/2020,"1,211,747"
AR,45_54,23/03/2020,"950,897"
NY,35_44,14/09/2020,"8,944,192"
MN,45_54,12/08/2020,"2,212,643"
MN,45_54,22/05/2020,"1,956,237"
FL,35_44,24/02/2020,"9,261,132"
NJ,25_34,31/05/2020,"2,798,001"
PA,65_plus,03/08/2020,"4,433,551"
NM,55_64,12/02/2020,"686,427"
TX,25_34,17/09/2020,"11,276,128"
IA,65_plus,28/03/2020,"771,392"
ID,65_plus,28/08/2020,"571,342"
ID,65_plus,17/08/2020,"567,925"
IL,55_64,12/09/2020,"3,887,479"
TX,55_64,10/05/2020,"5,691,387"
WI,55_64,14/05/2020,"1,403,720"
KS,45_54,29/05/2020,"1,185,892"
KS,45_54,26/02/2020,"1,145,222"
MD,35_44,27/02/2020,"2,373,541"
NC,35_44,30/04/2020,"3,242,024"
AZ,25_34,03/08/2020,"2,378,788"
TX,25_34,15/03/2020,"10,985,249"
FL,45_54,11/04/2020,"6,239,859"
ID,35_44,17/09/2020,"628,203"
CT,35_44,12/09/2020,"1,682,721"
MS,35_44,02/02/2020,"1,095,210"
MT,35_44,14/09/2020,"404,687"
IN,25_34,02/08/2020,"2,250,939"
WI,45_54,10/04/2020,"1,783,213"
MD,45_54,27/08/2020,"2,740,494"
MD,45_54,25/04/2020,"2,085,563"
PA,45_54,18/03/2020,"4,363,192"
FL,35_44,31/05/2020,"7,002,638"
ME,25_34,04/05/2020,"313,066"
IN,45_54,31/08/2020,"2,816,269"
IN,45_54,10/08/2020,"2,699,990"
MN,35_44,25/08/2020,"2,039,739"
CT,35_44,01/07/2020,"1,332,503"
CT,35_44,13/07/2020,"1,264,006"
FL,25_34,30/05/2020,"7,629,335"
IL,35_44,22/05/2020,"4,463,186"
TN,35_44,09/04/2020,"2,158,402"
MD,25_34,13/04/2020,"1,545,990"
AZ,65_plus,29/04/2020,"1,778,021"
NY,45_54,12/06/2020,"8,312,127"
MD,55_64,06/06/2020,"1,789,231"
NY,45_54,10/06/2020,"7,656,547"
FL,65_plus,03/02/2020,"10,332,730"
GA,25_34,13/08/2020,"4,554,256"
OH,25_34,18/09/2020,"4,986,808"
OK,45_54,02/08/2020,"1,403,319"
NY,55_64,01/03/2020,"6,591,642"
LA,55_64,13/08/2020,"1,595,434"
NJ,25_34,21/08/2020,"3,930,148"
NJ,25_34,28/05/2020,"2,618,002"
FL,35_44,06/08/2020,"8,131,307"
OH,45_54,14/02/2020,"5,195,585"
IA,35_44,14/03/2020,"1,016,394"
CA,35_44,18/07/2020,"15,802,776"
LA,25_34,28/08/2020,"2,005,412"
MD,55_64,28/06/2020,"1,658,393"
MI,45_54,27/06/2020,"4,310,851"
CA,45_54,06/06/2020,"14,305,282"
NH,35_44,20/04/2020,"408,063"
NH,35_44,07/06/2020,"541,863"
PA,45_54,19/03/2020,"4,289,047"
PA,35_44,14/04/2020,"3,449,177"
PA,55_64,27/02/2020,"4,115,652"
CT,18_24,20/06/2020,"1,038,866"
NY,55_64,25/06/2020,"6,128,178"
AL,35_44,27/03/2020,"1,764,189"
MS,55_64,29/08/2020,"1,026,679"
TX,45_54,21/06/2020,"8,454,352"
CO,35_44,13/08/2020,"2,387,442"
IN,25_34,21/03/2020,"1,915,588"
IN,25_34,24/02/2020,"2,197,847"
WY,65_plus,23/07/2020,"328,503"
AZ,25_34,11/03/2020,"2,984,525"
NY,65_plus,21/08/2020,"7,357,223"
OH,35_44,11/09/2020,"5,145,291"
VA,35_44,31/07/2020,"3,483,451"
VA,35_44,08/09/2020,"3,486,739"
MN,55_64,04/02/2020,"1,502,434"
OK,25_34,30/04/2020,"1,491,104"
OK,35_44,08/09/2020,"1,487,655"
MD,55_64,08/07/2020,"1,801,927"
NV,25_34,17/08/2020,"1,518,409"
IA,25_34,09/09/2020,"1,057,844"
MI,35_44,04/09/2020,"4,682,158"
VA,18_24,14/02/2020,"2,930,657"
NE,35_44,08/09/2020,"667,587"
AZ,35_44,11/03/2020,"2,790,519"
LA,65_plus,05/06/2020,"1,517,268"
KY,35_44,28/07/2020,"1,643,817"
OK,35_44,17/02/2020,"1,390,012"
AL,18_24,25/07/2020,"1,659,102"
CA,55_64,07/03/2020,"13,233,557"
WA,55_64,08/08/2020,"2,412,542"
WI,65_plus,30/08/2020,"1,934,366"
AZ,35_44,16/05/2020,"2,647,363"
IL,18_24,29/08/2020,"4,331,929"
IN,45_54,23/05/2020,"2,692,635"
TN,18_24,22/02/2020,"2,159,208"
GA,18_24,23/03/2020,"2,143,216"
SC,18_24,31/08/2020,"1,547,401"
SC,35_44,07/05/2020,"1,789,631"
UT,45_54,17/09/2020,"1,109,612"
UT,65_plus,23/06/2020,"792,135"
VA,35_44,28/07/2020,"3,178,892"
PA,18_24,19/02/2020,"3,520,109"
AL,25_34,15/02/2020,"2,169,182"
KY,35_44,15/08/2020,"1,990,520"
OH,18_24,29/06/2020,"2,750,246"
MI,45_54,14/04/2020,"2,679,586"
NM,45_54,11/08/2020,"776,771"
NM,45_54,07/08/2020,"860,423"
CA,18_24,23/04/2020,"8,632,808"
MO,65_plus,25/06/2020,"2,043,065"
KS,65_plus,10/04/2020,"737,786"
KS,65_plus,08/04/2020,"712,508"
TX,45_54,11/04/2020,"7,545,110"
TN,25_34,11/03/2020,"2,624,716"
GA,25_34,24/07/2020,"4,408,310"
MO,65_plus,02/02/2020,"2,076,723"
KY,65_plus,30/04/2020,"1,192,900"
KY,65_plus,29/07/2020,"1,331,219"
OK,35_44,27/02/2020,"1,513,460"
FL,25_34,22/05/2020,"7,156,711"
VT,45_54,17/04/2020,"212,265"
KS,25_34,18/06/2020,"1,112,816"
UT,35_44,11/02/2020,"1,014,010"
WY,55_64,03/08/2020,"345,041"
CT,55_64,03/06/2020,"983,730"
CT,55_64,21/03/2020,"996,454"
CT,55_64,06/06/2020,"1,102,136"
IN,25_34,30/06/2020,"2,227,375"
VA,35_44,23/05/2020,"3,229,475"
NJ,65_plus,02/06/2020,"2,337,167"
MD,45_54,28/04/2020,"1,982,850"
KS,55_64,02/02/2020,"842,697"
NM,25_34,16/08/2020,"752,649"
GA,35_44,23/08/2020,"4,257,531"
MT,65_plus,17/07/2020,"578,046"
PA,18_24,11/08/2020,"3,535,282"
PA,65_plus,07/06/2020,"3,716,913"
IL,55_64,04/07/2020,"3,101,414"
VA,25_34,07/09/2020,"3,507,879"
OK,55_64,26/06/2020,"1,298,318"
KY,18_24,31/08/2020,"1,294,781"
WI,65_plus,26/05/2020,"1,671,894"
WI,65_plus,15/05/2020,"1,668,169"
SD,55_64,03/09/2020,"402,573"
NC,55_64,11/09/2020,"3,514,358"
IA,18_24,29/05/2020,"860,090"
NV,65_plus,01/02/2020,"1,267,159"
MN,25_34,12/08/2020,"2,142,518"
WV,45_54,17/05/2020,"606,344"
MA,25_34,14/04/2020,"1,942,846"
NM,55_64,20/04/2020,"484,160"
DE,35_44,22/07/2020,"393,468"
MA,35_44,14/07/2020,"2,572,029"
MI,18_24,16/09/2020,"2,998,472"
IN,65_plus,19/09/2020,"2,532,132"
WA,45_54,10/06/2020,"2,442,610"
HI,25_34,19/09/2020,"832,870"
MO,18_24,16/09/2020,"1,860,810"
WA,45_54,23/02/2020,"2,757,716"
ID,35_44,07/02/2020,"532,699"
MO,55_64,31/07/2020,"2,001,437"
MS,55_64,04/08/2020,"1,026,665"
NH,35_44,07/07/2020,"530,779"
RI,35_44,16/02/2020,"409,679"
CA,65_plus,26/08/2020,"10,917,895"
MT,25_34,05/06/2020,"341,427"
WI,18_24,05/04/2020,"973,253"
WI,18_24,07/02/2020,"1,713,883"
VA,45_54,04/08/2020,"3,201,786"
MA,65_plus,06/05/2020,"1,806,475"
NJ,65_plus,04/08/2020,"2,202,730"
WA,18_24,20/03/2020,"1,617,893"
VT,25_34,10/03/2020,"189,108"
AZ,55_64,15/05/2020,"1,903,213"
MN,18_24,08/02/2020,"1,657,172"
IA,65_plus,19/08/2020,"1,210,725"
NE,45_54,21/02/2020,"828,602"
MO,55_64,08/02/2020,"2,172,073"
MT,45_54,10/09/2020,"534,183"
KY,35_44,26/04/2020,"1,069,735"
ND,65_plus,04/03/2020,"236,812"
NC,18_24,30/08/2020,"2,802,161"
DC,35_44,30/08/2020,"353,174"
MD,65_plus,03/07/2020,"1,839,972"
KY,25_34,01/05/2020,"1,666,659"
MN,18_24,27/08/2020,"1,565,303"
OH,18_24,13/05/2020,"2,526,017"
DE,55_64,23/06/2020,"350,375"
MI,65_plus,07/05/2020,"2,642,431"
SC,65_plus,15/08/2020,"1,977,339"
AZ,18_24,10/02/2020,"1,971,067"
SD,25_34,14/03/2020,"298,143"
GA,65_plus,19/04/2020,"1,428,010"
WV,25_34,30/04/2020,"506,640"
FL,18_24,10/06/2020,"4,707,963"
GA,18_24,26/07/2020,"2,707,980"
NJ,18_24,13/02/2020,"2,364,598"
MO,45_54,17/03/2020,"2,319,960"
AR,55_64,19/06/2020,"981,615"
AL,45_54,23/06/2020,"1,801,069"
MN,65_plus,07/03/2020,"1,722,907"
KS,25_34,21/03/2020,"933,028"
MT,45_54,17/02/2020,"363,248"
RI,25_34,28/06/2020,"378,976"
UT,35_44,24/03/2020,"793,442"
MT,35_44,23/07/2020,"389,211"
ME,55_64,18/07/2020,"594,916"
NH,55_64,10/02/2020,"451,228"
LA,18_24,04/05/2020,"1,209,183"
MS,35_44,30/06/2020,"1,135,820"
RI,55_64,08/08/2020,"419,101"
DE,65_plus,02/07/2020,"416,418"
WY,18_24,08/09/2020,"160,828"
CO,18_24,27/04/2020,"956,909"
MS,55_64,10/03/2020,"1,045,049"
NV,18_24,05/02/2020,"957,021"
IA,65_plus,15/06/2020,"973,660"
ND,45_54,21/07/2020,"280,734"
DE,45_54,29/04/2020,"357,616"
VA,18_24,12/08/2020,"2,476,751"
CT,65_plus,14/05/2020,"984,959"
ND,45_54,16/02/2020,"242,228"
RI,55_64,22/02/2020,"414,606"
CO,55_64,10/08/2020,"1,824,815"
NM,18_24,10/02/2020,"583,553"
WV,18_24,15/07/2020,"460,499"
WA,18_24,15/08/2020,"2,037,895"
HI,45_54,10/06/2020,"692,093"
AZ,65_plus,17/04/2020,"1,858,493"
AR,35_44,30/06/2020,"1,051,296"
LA,18_24,17/04/2020,"1,189,813"
VA,18_24,05/06/2020,"2,166,148"
DC,45_54,23/03/2020,"156,802"
WV,65_plus,12/03/2020,"708,635"
ND,65_plus,12/08/2020,"292,434"
ND,65_plus,06/07/2020,"205,313"
MD,18_24,24/03/2020,"1,100,897"
ME,35_44,24/02/2020,"429,542"
UT,25_34,01/03/2020,"1,289,243"
AR,35_44,18/07/2020,"1,142,444"
WY,65_plus,23/02/2020,"203,162"
KY,55_64,30/06/2020,"1,365,526"
KY,55_64,03/04/2020,"1,286,950"
SD,55_64,28/05/2020,"266,999"
FL,18_24,29/03/2020,"3,232,408"
VT,45_54,12/09/2020,"343,962"
VA,65_plus,21/07/2020,"2,340,974"
MS,18_24,05/08/2020,"1,013,404"
WV,18_24,25/07/2020,"501,217"
WV,65_plus,20/06/2020,"661,427"
KS,18_24,25/03/2020,"659,922"
UT,25_34,24/09/2020,"368,990"
MT,65_plus,11/02/2020,"385,815"
DE,55_64,04/03/2020,"340,823"
DC,18_24,23/07/2020,"179,427"
WY,55_64,21/06/2020,"259,870"
WY,55_64,25/06/2020,"256,795"
AK,45_54,29/04/2020,"280,304"
ME,18_24,24/08/2020,"361,706"
AZ,35_44,20/09/2020,"2,773,220"
AL,35_44,04/06/2020,"1,840,138"
MN,35_44,24/02/2020,"1,727,572"
PA,35_44,16/04/2020,"3,535,393"
CA,45_54,24/05/2020,"12,884,941"
NM,45_54,28/05/2020,"729,214"
KS,65_plus,12/06/2020,"913,447"
CA,35_44,30/04/2020,"13,309,491"
CO,65_plus,21/02/2020,"1,683,393"
GA,35_44,15/07/2020,"4,200,771"
