"","school","cumulative_students","date","start","number_students","type","loc"
"13550","NORTH ZULCH ISD",3,"2020-10-25","2020-08-24",297,NA,"TX"
"13551","NORTH ZULCH ISD TOTAL",NA,"2020-11-22","2020-08-24",302,NA,"TX"
"13552","NORTH ZULCH ISD TOTAL",NA,"2020-12-06","2020-08-24",302,NA,"TX"
"13553","NORTHSIDE ISD",78,"2020-10-25","2020-08-24",103238,NA,"TX"
"13554","NORTHSIDE ISD",3,"2020-10-25","2020-08-24",243,NA,"TX"
"13555","NORTHSIDE ISD - SAN
ANTONIO TOTAL",399,"2020-12-06","2020-08-24",103188,NA,"TX"
"13556","NORTHSIDE ISD - VERNON
TOTAL",14,"2020-12-06","2020-08-24",238,NA,"TX"
"13557","NORTHSIDE ISD TOTAL",263,"2020-11-22","2020-08-24",103188,NA,"TX"
"13558","NORTHSIDE ISD TOTAL",9,"2020-11-22","2020-08-24",238,NA,"TX"
"13559","NORTHWEST ISD",112,"2020-10-25","2020-08-24",25235,NA,"TX"
"13560","NORTHWEST ISD TOTAL",236,"2020-11-22","2020-08-24",25305,NA,"TX"
"13561","NORTHWEST ISD TOTAL",396,"2020-12-06","2020-08-24",25305,NA,"TX"
"13562","NOVA ACADEMY SOUTHEAST
TOTAL",NA,"2020-11-22","2020-08-24",608,NA,"TX"
"13563","NOVA ACADEMY SOUTHEAST
TOTAL",NA,"2020-12-06","2020-08-24",608,NA,"TX"
"13564","NOVA ACADEMY TOTAL",NA,"2020-11-22","2020-08-24",121,NA,"TX"
"13565","NOVA ACADEMY TOTAL",NA,"2020-12-06","2020-08-24",121,NA,"TX"
"13566","NUECES CANYON CISD",0,"2020-10-25","2020-08-24",247,NA,"TX"
"13567","NUECES CANYON CISD
TOTAL",NA,"2020-11-22","2020-08-24",245,NA,"TX"
"13568","NUECES CANYON CISD
TOTAL",NA,"2020-12-06","2020-08-24",245,NA,"TX"
"13569","NURSERY ISD TOTAL",NA,"2020-11-22","2020-08-24",141,NA,"TX"
"13570","NURSERY ISD TOTAL",0,"2020-12-06","2020-08-24",141,NA,"TX"
"13571","NYOS CHARTER SCHOOL
TOTAL",2,"2020-11-22","2020-08-24",1078,NA,"TX"
"13572","NYOS CHARTER SCHOOL
TOTAL",2,"2020-12-06","2020-08-24",1078,NA,"TX"
"13573","O'DONNELL ISD",1,"2020-10-25","2020-08-24",298,NA,"TX"
"13574","O'DONNELL ISD TOTAL",NA,"2020-11-22","2020-08-24",298,NA,"TX"
"13575","O'DONNELL ISD TOTAL",14,"2020-12-06","2020-08-24",298,NA,"TX"
"13576","OAKWOOD ISD TOTAL",0,"2020-11-22","2020-08-24",193,NA,"TX"
"13577","OAKWOOD ISD TOTAL",NA,"2020-12-06","2020-08-24",193,NA,"TX"
"13578","ODEM-EDROY ISD",3,"2020-10-25","2020-08-24",855,NA,"TX"
"13579","ODEM-EDROY ISD TOTAL",NA,"2020-11-22","2020-08-24",848,NA,"TX"
"13580","ODEM-EDROY ISD TOTAL",NA,"2020-12-06","2020-08-24",848,NA,"TX"
"13581","ODYSSEY ACADEMY INC",1,"2020-10-25","2020-08-24",1273,NA,"TX"
"13582","ODYSSEY ACADEMY INC
TOTAL",NA,"2020-11-22","2020-08-24",111,NA,"TX"
"13583","ODYSSEY ACADEMY INC
TOTAL",NA,"2020-12-06","2020-08-24",111,NA,"TX"
"13584","OGLESBY ISD TOTAL",NA,"2020-11-22","2020-08-24",185,NA,"TX"
"13585","OGLESBY ISD TOTAL",NA,"2020-12-06","2020-08-24",185,NA,"TX"
"13586","OLFEN ISD",1,"2020-10-25","2020-08-24",140,NA,"TX"
"13587","OLFEN ISD TOTAL",NA,"2020-11-22","2020-08-24",138,NA,"TX"
"13588","OLFEN ISD TOTAL",NA,"2020-12-06","2020-08-24",138,NA,"TX"
"13589","OLNEY ISD",11,"2020-10-25","2020-08-24",690,NA,"TX"
"13590","OLNEY ISD TOTAL",NA,"2020-11-22","2020-08-24",704,NA,"TX"
"13591","OLNEY ISD TOTAL",NA,"2020-12-06","2020-08-24",704,NA,"TX"
"13592","OLTON ISD",21,"2020-10-25","2020-08-24",558,NA,"TX"
"13593","OLTON ISD TOTAL",NA,"2020-11-22","2020-08-24",599,NA,"TX"
"13594","OLTON ISD TOTAL",NA,"2020-12-06","2020-08-24",599,NA,"TX"
"13595","ONALASKA ISD",1,"2020-10-25","2020-08-24",1166,NA,"TX"
"13596","ONALASKA ISD TOTAL",NA,"2020-11-22","2020-08-24",1180,NA,"TX"
"13597","ONALASKA ISD TOTAL",NA,"2020-12-06","2020-08-24",1180,NA,"TX"
"13598","ORANGE GROVE ISD",4,"2020-10-25","2020-08-24",1715,NA,"TX"
"13599","ORANGE GROVE ISD TOTAL",NA,"2020-11-22","2020-08-24",1714,NA,"TX"
"13600","ORANGE GROVE ISD TOTAL",NA,"2020-12-06","2020-08-24",1714,NA,"TX"
"13601","ORANGEFIELD ISD",11,"2020-10-25","2020-08-24",1801,NA,"TX"
"13602","ORANGEFIELD ISD TOTAL",NA,"2020-11-22","2020-08-24",1791,NA,"TX"
"13603","ORANGEFIELD ISD TOTAL",27,"2020-12-06","2020-08-24",1791,NA,"TX"
"13604","ORE CITY ISD",7,"2020-10-25","2020-08-24",917,NA,"TX"
"13605","ORE CITY ISD TOTAL",NA,"2020-11-22","2020-08-24",928,NA,"TX"
"13606","ORE CITY ISD TOTAL",14,"2020-12-06","2020-08-24",928,NA,"TX"
"13607","ORENDA CHARTER SCHOOL",1,"2020-10-25","2020-08-24",1819,NA,"TX"
"13608","ORENDA CHARTER SCHOOL
TOTAL",NA,"2020-11-22","2020-08-24",1851,NA,"TX"
"13609","ORENDA CHARTER SCHOOL
TOTAL",NA,"2020-12-06","2020-08-24",1851,NA,"TX"
"13610","OVERTON ISD",2,"2020-10-25","2020-08-24",467,NA,"TX"
"13611","OVERTON ISD TOTAL",NA,"2020-11-22","2020-08-24",481,NA,"TX"
"13612","OVERTON ISD TOTAL",16,"2020-12-06","2020-08-24",481,NA,"TX"
"13613","PADUCAH ISD",1,"2020-10-25","2020-08-24",186,NA,"TX"
"13614","PADUCAH ISD TOTAL",7,"2020-11-22","2020-08-24",183,NA,"TX"
"13615","PADUCAH ISD TOTAL",7,"2020-12-06","2020-08-24",183,NA,"TX"
"13616","PAINT CREEK ISD TOTAL",NA,"2020-11-22","2020-08-24",91,NA,"TX"
"13617","PAINT CREEK ISD TOTAL",NA,"2020-12-06","2020-08-24",91,NA,"TX"
"13618","PAINT ROCK ISD",4,"2020-10-25","2020-08-24",246,NA,"TX"
"13619","PAINT ROCK ISD TOTAL",5,"2020-11-22","2020-08-24",236,NA,"TX"
"13620","PAINT ROCK ISD TOTAL",5,"2020-12-06","2020-08-24",236,NA,"TX"
"13621","PALACIOS ISD",1,"2020-10-25","2020-08-24",1278,NA,"TX"
"13622","PALACIOS ISD TOTAL",1,"2020-11-22","2020-08-24",1300,NA,"TX"
"13623","PALACIOS ISD TOTAL",2,"2020-12-06","2020-08-24",1300,NA,"TX"
"13624","PALESTINE ISD",22,"2020-10-25","2020-08-24",3384,NA,"TX"
"13625","PALESTINE ISD TOTAL",40,"2020-11-22","2020-08-24",3399,NA,"TX"
"13626","PALESTINE ISD TOTAL",40,"2020-12-06","2020-08-24",3399,NA,"TX"
"13627","PALMER ISD",4,"2020-10-25","2020-08-24",1283,NA,"TX"
"13628","PALMER ISD TOTAL",NA,"2020-11-22","2020-08-24",1251,NA,"TX"
"13629","PALMER ISD TOTAL",NA,"2020-12-06","2020-08-24",1251,NA,"TX"
"13630","PALO PINTO ISD TOTAL",NA,"2020-11-22","2020-08-24",84,NA,"TX"
"13631","PALO PINTO ISD TOTAL",0,"2020-12-06","2020-08-24",84,NA,"TX"
"13632","PAMPA ISD",11,"2020-10-25","2020-08-24",3420,NA,"TX"
"13633","PAMPA ISD TOTAL",NA,"2020-11-22","2020-08-24",3513,NA,"TX"
"13634","PAMPA ISD TOTAL",NA,"2020-12-06","2020-08-24",3513,NA,"TX"
"13635","PANHANDLE ISD",3,"2020-10-25","2020-08-24",681,NA,"TX"
"13636","PANHANDLE ISD TOTAL",NA,"2020-11-22","2020-08-24",670,NA,"TX"
"13637","PANHANDLE ISD TOTAL",NA,"2020-12-06","2020-08-24",670,NA,"TX"
"13638","PANOLA CHARTER SCHOOL
TOTAL",NA,"2020-11-22","2020-08-24",191,NA,"TX"
"13639","PANOLA CHARTER SCHOOL
TOTAL",NA,"2020-12-06","2020-08-24",191,NA,"TX"
"13640","PANTHER CREEK CISD",0,"2020-10-25","2020-08-24",157,NA,"TX"
"13641","PANTHER CREEK CISD TOTAL",0,"2020-11-22","2020-08-24",156,NA,"TX"
"13642","PANTHER CREEK CISD TOTAL",0,"2020-12-06","2020-08-24",156,NA,"TX"
"13643","PARADISE ISD",2,"2020-10-25","2020-08-24",1218,NA,"TX"
"13644","PARADISE ISD TOTAL",30,"2020-11-22","2020-08-24",1223,NA,"TX"
"13645","PARADISE ISD TOTAL",35,"2020-12-06","2020-08-24",1223,NA,"TX"
"13646","PARIS ISD",37,"2020-10-25","2020-08-24",3768,NA,"TX"
"13647","PARIS ISD TOTAL",51,"2020-11-22","2020-08-24",3846,NA,"TX"
"13648","PARIS ISD TOTAL",70,"2020-12-06","2020-08-24",3846,NA,"TX"
"13649","PASADENA ISD",57,"2020-10-25","2020-08-24",50397,NA,"TX"
"13650","PASADENA ISD TOTAL",162,"2020-11-22","2020-08-24",50622,NA,"TX"
"13651","PASADENA ISD TOTAL",261,"2020-12-06","2020-08-24",50622,NA,"TX"
"13652","PATTON SPRINGS ISD",0,"2020-10-25","2020-08-24",93,NA,"TX"
"13653","PATTON SPRINGS ISD TOTAL",NA,"2020-11-22","2020-08-24",92,NA,"TX"
"13654","PATTON SPRINGS ISD TOTAL",5,"2020-12-06","2020-08-24",92,NA,"TX"
"13655","PAWNEE ISD TOTAL",0,"2020-11-22","2020-08-24",184,NA,"TX"
"13656","PAWNEE ISD TOTAL",0,"2020-12-06","2020-08-24",184,NA,"TX"
"13657","PEARLAND ISD",42,"2020-10-25","2020-08-24",20991,NA,"TX"
"13658","PEARLAND ISD TOTAL",98,"2020-11-22","2020-08-24",21083,NA,"TX"
"13659","PEARLAND ISD TOTAL",159,"2020-12-06","2020-08-24",21083,NA,"TX"
"13660","PEARSALL ISD",3,"2020-10-25","2020-08-24",2123,NA,"TX"
"13661","PEARSALL ISD TOTAL",8,"2020-11-22","2020-08-24",2000,NA,"TX"
"13662","PEARSALL ISD TOTAL",13,"2020-12-06","2020-08-24",2000,NA,"TX"
"13663","PEASTER ISD",2,"2020-10-25","2020-08-24",1387,NA,"TX"
"13664","PEASTER ISD TOTAL",NA,"2020-11-22","2020-08-24",1381,NA,"TX"
"13665","PEASTER ISD TOTAL",NA,"2020-12-06","2020-08-24",1381,NA,"TX"
"13666","PECOS-BARSTOW-TOYAH ISD",24,"2020-10-25","2020-08-24",2688,NA,"TX"
"13667","PECOS-BARSTOW-TOYAH ISD
TOTAL",65,"2020-11-22","2020-08-24",2696,NA,"TX"
"13668","PECOS-BARSTOW-TOYAH ISD
TOTAL",84,"2020-12-06","2020-08-24",2696,NA,"TX"
"13669","PEGASUS SCHOOL OF
LIBERAL ARTS AND
SCIENCES TOTAL",0,"2020-11-22","2020-08-24",506,NA,"TX"
"13670","PEGASUS SCHOOL OF
LIBERAL ARTS AND
SCIENCES TOTAL",0,"2020-12-06","2020-08-24",506,NA,"TX"
"13671","PENELOPE ISD",0,"2020-10-25","2020-08-24",217,NA,"TX"
"13672","PENELOPE ISD TOTAL",0,"2020-11-22","2020-08-24",211,NA,"TX"
"13673","PENELOPE ISD TOTAL",0,"2020-12-06","2020-08-24",211,NA,"TX"
"13674","PERRIN-WHITT CISD TOTAL",NA,"2020-11-22","2020-08-24",316,NA,"TX"
"13675","PERRIN-WHITT CISD TOTAL",NA,"2020-12-06","2020-08-24",316,NA,"TX"
"13676","PERRYTON ISD",50,"2020-10-25","2020-08-24",1936,NA,"TX"
"13677","PERRYTON ISD TOTAL",64,"2020-11-22","2020-08-24",2050,NA,"TX"
"13678","PERRYTON ISD TOTAL",74,"2020-12-06","2020-08-24",2050,NA,"TX"
"13679","PETERSBURG ISD TOTAL",NA,"2020-11-22","2020-08-24",286,NA,"TX"
"13680","PETERSBURG ISD TOTAL",NA,"2020-12-06","2020-08-24",286,NA,"TX"
"13681","PETROLIA CISD",1,"2020-10-25","2020-08-24",441,NA,"TX"
"13682","PETROLIA CISD TOTAL",NA,"2020-11-22","2020-08-24",446,NA,"TX"
"13683","PETROLIA CISD TOTAL",NA,"2020-12-06","2020-08-24",446,NA,"TX"
"13684","PETTUS ISD",2,"2020-10-25","2020-08-24",345,NA,"TX"
"13685","PETTUS ISD TOTAL",NA,"2020-11-22","2020-08-24",350,NA,"TX"
"13686","PETTUS ISD TOTAL",NA,"2020-12-06","2020-08-24",350,NA,"TX"
"13687","PEWITT CISD",7,"2020-10-25","2020-08-24",848,NA,"TX"
"13688","PEWITT CISD TOTAL",NA,"2020-11-22","2020-08-24",860,NA,"TX"
"13689","PEWITT CISD TOTAL",NA,"2020-12-06","2020-08-24",860,NA,"TX"
"13690","PFLUGERVILLE ISD",30,"2020-10-25","2020-08-24",25295,NA,"TX"
"13691","PFLUGERVILLE ISD TOTAL",72,"2020-11-22","2020-08-24",25551,NA,"TX"
"13692","PFLUGERVILLE ISD TOTAL",104,"2020-12-06","2020-08-24",25551,NA,"TX"
"13693","PHARR-SAN JUAN-ALAMO ISD",8,"2020-10-25","2020-08-24",28212,NA,"TX"
"13694","PHARR-SAN JUAN-ALAMO ISD
TOTAL",41,"2020-11-22","2020-08-24",30326,NA,"TX"
"13695","PHARR-SAN JUAN-ALAMO ISD
TOTAL",49,"2020-12-06","2020-08-24",30326,NA,"TX"
"13696","PILOT POINT ISD",17,"2020-10-25","2020-08-24",1361,NA,"TX"
"13697","PILOT POINT ISD TOTAL",21,"2020-11-22","2020-08-24",1418,NA,"TX"
"13698","PILOT POINT ISD TOTAL",21,"2020-12-06","2020-08-24",1418,NA,"TX"
"13699","PINE TREE ISD",28,"2020-10-25","2020-08-24",4528,NA,"TX"
"13700","PINE TREE ISD TOTAL",65,"2020-11-22","2020-08-24",4544,NA,"TX"
"13701","PINE TREE ISD TOTAL",73,"2020-12-06","2020-08-24",4544,NA,"TX"
"13702","PINEYWOODS COMMUNITY
ACADEMY",0,"2020-10-25","2020-08-24",988,NA,"TX"
"13703","PINEYWOODS COMMUNITY
ACADEMY TOTAL",NA,"2020-11-22","2020-08-24",996,NA,"TX"
"13704","PINEYWOODS COMMUNITY
ACADEMY TOTAL",NA,"2020-12-06","2020-08-24",996,NA,"TX"
"13705","PIONEER TECHNOLOGY &
ARTS ACADEMY TOTAL",1,"2020-11-22","2020-08-24",1678,NA,"TX"
"13706","PIONEER TECHNOLOGY &
ARTS ACADEMY TOTAL",1,"2020-12-06","2020-08-24",1678,NA,"TX"
"13707","PIONEER TECHNOLOGY & ARTS
ACADEMY",1,"2020-10-25","2020-08-24",1615,NA,"TX"
"13708","PITTSBURG ISD",20,"2020-10-25","2020-08-24",2395,NA,"TX"
"13709","PITTSBURG ISD TOTAL",27,"2020-11-22","2020-08-24",2349,NA,"TX"
"13710","PITTSBURG ISD TOTAL",27,"2020-12-06","2020-08-24",2349,NA,"TX"
"13711","PLAINS ISD",3,"2020-10-25","2020-08-24",435,NA,"TX"
"13712","PLAINS ISD TOTAL",NA,"2020-11-22","2020-08-24",431,NA,"TX"
"13713","PLAINS ISD TOTAL",NA,"2020-12-06","2020-08-24",431,NA,"TX"
"13714","PLAINVIEW ISD",77,"2020-10-25","2020-08-24",4834,NA,"TX"
"13715","PLAINVIEW ISD TOTAL",154,"2020-11-22","2020-08-24",4822,NA,"TX"
"13716","PLAINVIEW ISD TOTAL",199,"2020-12-06","2020-08-24",4822,NA,"TX"
"13717","PLANO ISD",163,"2020-10-25","2020-08-24",50066,NA,"TX"
"13718","PLANO ISD TOTAL",380,"2020-11-22","2020-08-24",50167,NA,"TX"
"13719","PLANO ISD TOTAL",505,"2020-12-06","2020-08-24",50167,NA,"TX"
"13720","PLEASANT GROVE ISD",38,"2020-10-25","2020-08-24",2246,NA,"TX"
"13721","PLEASANT GROVE ISD TOTAL",49,"2020-11-22","2020-08-24",2230,NA,"TX"
"13722","PLEASANT GROVE ISD TOTAL",64,"2020-12-06","2020-08-24",2230,NA,"TX"
"13723","PLEASANTON ISD",3,"2020-10-25","2020-08-24",3419,NA,"TX"
"13724","PLEASANTON ISD TOTAL",14,"2020-11-22","2020-08-24",3433,NA,"TX"
"13725","PLEASANTON ISD TOTAL",30,"2020-12-06","2020-08-24",3433,NA,"TX"
"13726","PLEMONS-STINNETT-PHILLIPS
CISD",12,"2020-10-25","2020-08-24",673,NA,"TX"
"13727","PLEMONS-STINNETT-PHILLIPS
CISD TOTAL",NA,"2020-11-22","2020-08-24",673,NA,"TX"
"13728","PLEMONS-STINNETT-PHILLIPS
CISD TOTAL",NA,"2020-12-06","2020-08-24",673,NA,"TX"
"13729","POINT ISABEL ISD TOTAL",0,"2020-11-22","2020-08-24",2069,NA,"TX"
"13730","POINT ISABEL ISD TOTAL",0,"2020-12-06","2020-08-24",2069,NA,"TX"
"13731","PONDER ISD",3,"2020-10-25","2020-08-24",1585,NA,"TX"
"13732","PONDER ISD TOTAL",NA,"2020-11-22","2020-08-24",1587,NA,"TX"
"13733","PONDER ISD TOTAL",NA,"2020-12-06","2020-08-24",1587,NA,"TX"
"13734","POOLVILLE ISD TOTAL",13,"2020-11-22","2020-08-24",558,NA,"TX"
"13735","POOLVILLE ISD TOTAL",21,"2020-12-06","2020-08-24",558,NA,"TX"
"13736","POR VIDA ACADEMY TOTAL",NA,"2020-11-22","2020-08-24",120,NA,"TX"
"13737","POR VIDA ACADEMY TOTAL",NA,"2020-12-06","2020-08-24",120,NA,"TX"
"13738","PORT ARANSAS ISD",0,"2020-10-25","2020-08-24",506,NA,"TX"
"13739","PORT ARANSAS ISD TOTAL",0,"2020-11-22","2020-08-24",502,NA,"TX"
"13740","PORT ARANSAS ISD TOTAL",0,"2020-12-06","2020-08-24",502,NA,"TX"
"13741","PORT ARTHUR ISD",6,"2020-10-25","2020-08-24",7824,NA,"TX"
"13742","PORT ARTHUR ISD TOTAL",20,"2020-11-22","2020-08-24",7974,NA,"TX"
"13743","PORT ARTHUR ISD TOTAL",26,"2020-12-06","2020-08-24",7974,NA,"TX"
"13744","PORT NECHES-GROVES ISD",21,"2020-10-25","2020-08-24",4941,NA,"TX"
"13745","PORT NECHES-GROVES ISD
TOTAL",25,"2020-11-22","2020-08-24",4989,NA,"TX"
"13746","PORT NECHES-GROVES ISD
TOTAL",30,"2020-12-06","2020-08-24",4989,NA,"TX"
"13747","POSITIVE SOLUTIONS
CHARTER SCHOOL TOTAL",0,"2020-11-22","2020-08-24",119,NA,"TX"
"13748","POSITIVE SOLUTIONS
CHARTER SCHOOL TOTAL",NA,"2020-12-06","2020-08-24",119,NA,"TX"
"13749","POST ISD",9,"2020-10-25","2020-08-24",794,NA,"TX"
"13750","POST ISD TOTAL",NA,"2020-11-22","2020-08-24",795,NA,"TX"
"13751","POST ISD TOTAL",32,"2020-12-06","2020-08-24",795,NA,"TX"
"13752","POTEET ISD",6,"2020-10-25","2020-08-24",1590,NA,"TX"
"13753","POTEET ISD TOTAL",6,"2020-11-22","2020-08-24",1603,NA,"TX"
"13754","POTEET ISD TOTAL",6,"2020-12-06","2020-08-24",1603,NA,"TX"
"13755","POTH ISD",2,"2020-10-25","2020-08-24",841,NA,"TX"
"13756","POTH ISD TOTAL",NA,"2020-11-22","2020-08-24",840,NA,"TX"
"13757","POTH ISD TOTAL",NA,"2020-12-06","2020-08-24",840,NA,"TX"
"13758","POTTSBORO ISD",17,"2020-10-25","2020-08-24",1413,NA,"TX"
"13759","POTTSBORO ISD TOTAL",NA,"2020-11-22","2020-08-24",1403,NA,"TX"
"13760","POTTSBORO ISD TOTAL",NA,"2020-12-06","2020-08-24",1403,NA,"TX"
"13761","PRAIRIE LEA ISD TOTAL",NA,"2020-11-22","2020-08-24",203,NA,"TX"
"13762","PRAIRIE LEA ISD TOTAL",NA,"2020-12-06","2020-08-24",203,NA,"TX"
"13763","PRAIRIE VALLEY ISD",1,"2020-10-25","2020-08-24",157,NA,"TX"
"13764","PRAIRIE VALLEY ISD TOTAL",6,"2020-11-22","2020-08-24",153,NA,"TX"
"13765","PRAIRIE VALLEY ISD TOTAL",6,"2020-12-06","2020-08-24",153,NA,"TX"
"13766","PRAIRILAND ISD",11,"2020-10-25","2020-08-24",1050,NA,"TX"
"13767","PRAIRILAND ISD TOTAL",NA,"2020-11-22","2020-08-24",1036,NA,"TX"
"13768","PRAIRILAND ISD TOTAL",NA,"2020-12-06","2020-08-24",1036,NA,"TX"
"13769","PREMIER HIGH SCHOOLS",17,"2020-10-25","2020-08-24",6363,NA,"TX"
"13770","PREMIER HIGH SCHOOLS
TOTAL",37,"2020-11-22","2020-08-24",6272,NA,"TX"
"13771","PREMIER HIGH SCHOOLS
TOTAL",43,"2020-12-06","2020-08-24",6272,NA,"TX"
"13772","PREMONT ISD",1,"2020-10-25","2020-08-24",690,NA,"TX"
"13773","PREMONT ISD TOTAL",NA,"2020-11-22","2020-08-24",699,NA,"TX"
"13774","PREMONT ISD TOTAL",NA,"2020-12-06","2020-08-24",699,NA,"TX"
"13775","PRESIDIO ISD",1,"2020-10-25","2020-08-24",1061,NA,"TX"
"13776","PRESIDIO ISD TOTAL",NA,"2020-11-22","2020-08-24",1058,NA,"TX"
"13777","PRESIDIO ISD TOTAL",NA,"2020-12-06","2020-08-24",1058,NA,"TX"
"13778","PRIDDY ISD TOTAL",NA,"2020-11-22","2020-08-24",116,NA,"TX"
"13779","PRIDDY ISD TOTAL",NA,"2020-12-06","2020-08-24",116,NA,"TX"
"13780","PRINCETON ISD",51,"2020-10-25","2020-08-24",5774,NA,"TX"
"13781","PRINCETON ISD TOTAL",75,"2020-11-22","2020-08-24",5853,NA,"TX"
"13782","PRINCETON ISD TOTAL",97,"2020-12-06","2020-08-24",5853,NA,"TX"
"13783","PRINGLE-MORSE CISD",0,"2020-10-25","2020-08-24",110,NA,"TX"
"13784","PRINGLE-MORSE CISD TOTAL",NA,"2020-11-22","2020-08-24",113,NA,"TX"
"13785","PRINGLE-MORSE CISD TOTAL",NA,"2020-12-06","2020-08-24",113,NA,"TX"
"13786","PRIORITY CHARTER
SCHOOLS TOTAL",NA,"2020-11-22","2020-08-24",850,NA,"TX"
"13787","PRIORITY CHARTER
SCHOOLS TOTAL",NA,"2020-12-06","2020-08-24",850,NA,"TX"
"13788","PRIORITY CHARTER SCHOOLS",2,"2020-10-25","2020-08-24",784,NA,"TX"
"13789","PROGRESO ISD TOTAL",NA,"2020-11-22","2020-08-24",1549,NA,"TX"
"13790","PROGRESO ISD TOTAL",NA,"2020-12-06","2020-08-24",1549,NA,"TX"
"13791","PROMESA ACADEMY
CHARTER SCHOOL TOTAL",NA,"2020-11-22","2020-08-24",196,NA,"TX"
"13792","PROMESA ACADEMY
CHARTER SCHOOL TOTAL",NA,"2020-12-06","2020-08-24",196,NA,"TX"
"13793","PROMESA ACADEMY CHARTER
SCHOOL",1,"2020-10-25","2020-08-24",198,NA,"TX"
"13794","PROMESA PUBLIC SCHOOLS
TOTAL",NA,"2020-11-22","2020-08-24",991,NA,"TX"
"13795","PROMESA PUBLIC SCHOOLS
TOTAL",NA,"2020-12-06","2020-08-24",991,NA,"TX"
"13796","PROMISE COMMUNITY
SCHOOL TOTAL",NA,"2020-11-22","2020-08-24",1451,NA,"TX"
"13797","PROMISE COMMUNITY
SCHOOL TOTAL",NA,"2020-12-06","2020-08-24",1451,NA,"TX"
"13798","PROMISE COMMUNITY SCHOOL",0,"2020-10-25","2020-08-24",1306,NA,"TX"
"13799","PROSPER ISD",133,"2020-10-25","2020-08-24",19012,NA,"TX"
"13800","PROSPER ISD TOTAL",249,"2020-11-22","2020-08-24",19145,NA,"TX"
"13801","PROSPER ISD TOTAL",276,"2020-12-06","2020-08-24",19145,NA,"TX"
"13802","QUANAH ISD",13,"2020-10-25","2020-08-24",528,NA,"TX"
"13803","QUANAH ISD TOTAL",19,"2020-11-22","2020-08-24",528,NA,"TX"
"13804","QUANAH ISD TOTAL",19,"2020-12-06","2020-08-24",528,NA,"TX"
"13805","QUEEN CITY ISD",29,"2020-10-25","2020-08-24",952,NA,"TX"
"13806","QUEEN CITY ISD TOTAL",NA,"2020-11-22","2020-08-24",959,NA,"TX"
"13807","QUEEN CITY ISD TOTAL",NA,"2020-12-06","2020-08-24",959,NA,"TX"
"13808","QUINLAN ISD",7,"2020-10-25","2020-08-24",2447,NA,"TX"
"13809","QUINLAN ISD TOTAL",19,"2020-11-22","2020-08-24",2574,NA,"TX"
"13810","QUINLAN ISD TOTAL",29,"2020-12-06","2020-08-24",2574,NA,"TX"
"13811","QUITMAN ISD",11,"2020-10-25","2020-08-24",1157,NA,"TX"
"13812","QUITMAN ISD TOTAL",NA,"2020-11-22","2020-08-24",1121,NA,"TX"
"13813","QUITMAN ISD TOTAL",NA,"2020-12-06","2020-08-24",1121,NA,"TX"
"13814","RAINS ISD",7,"2020-10-25","2020-08-24",NA,NA,"TX"
"13815","RAINS ISD TOTAL",23,"2020-11-22","2020-08-24",1712,NA,"TX"
"13816","RAINS ISD TOTAL",28,"2020-12-06","2020-08-24",1712,NA,"TX"
"13817","RALLS ISD",3,"2020-10-25","2020-08-24",457,NA,"TX"
"13818","RALLS ISD TOTAL",NA,"2020-11-22","2020-08-24",463,NA,"TX"
"13819","RALLS ISD TOTAL",NA,"2020-12-06","2020-08-24",463,NA,"TX"
"13820","RAMIREZ CSD TOTAL",NA,"2020-11-22","2020-08-24",44,NA,"TX"
"13821","RAMIREZ CSD TOTAL",0,"2020-12-06","2020-08-24",44,NA,"TX"
"13822","RANCH ACADEMY TOTAL",NA,"2020-11-22","2020-08-24",39,NA,"TX"
"13823","RANCH ACADEMY TOTAL",0,"2020-12-06","2020-08-24",39,NA,"TX"
"13824","RANDOLPH FIELD ISD TOTAL",NA,"2020-11-22","2020-08-24",1407,NA,"TX"
"13825","RANDOLPH FIELD ISD TOTAL",NA,"2020-12-06","2020-08-24",1407,NA,"TX"
"13826","RANGER ISD",1,"2020-10-25","2020-08-24",362,NA,"TX"
"13827","RANGER ISD TOTAL",7,"2020-11-22","2020-08-24",351,NA,"TX"
"13828","RANGER ISD TOTAL",NA,"2020-12-06","2020-08-24",351,NA,"TX"
"13829","RANKIN ISD TOTAL",NA,"2020-11-22","2020-08-24",289,NA,"TX"
"13830","RANKIN ISD TOTAL",NA,"2020-12-06","2020-08-24",289,NA,"TX"
"13831","RAPOPORT ACADEMY PUBLIC
SCHOOL TOTAL",NA,"2020-11-22","2020-08-24",821,NA,"TX"
"13832","RAPOPORT ACADEMY PUBLIC
SCHOOL TOTAL",NA,"2020-12-06","2020-08-24",821,NA,"TX"
"13833","RAUL YZAGUIRRE SCHOOLS
FOR SUCCESS TOTAL",NA,"2020-11-22","2020-08-24",1332,NA,"TX"
"13834","RAUL YZAGUIRRE SCHOOLS
FOR SUCCESS TOTAL",NA,"2020-12-06","2020-08-24",1332,NA,"TX"
"13835","RAVEN SCHOOL TOTAL",NA,"2020-11-22","2020-08-24",39,NA,"TX"
"13836","RAVEN SCHOOL TOTAL",12,"2020-12-06","2020-08-24",39,NA,"TX"
"13837","RAYMONDVILLE ISD",4,"2020-10-25","2020-08-24",2085,NA,"TX"
"13838","RAYMONDVILLE ISD TOTAL",6,"2020-11-22","2020-08-24",2081,NA,"TX"
